Home Team,Away Team,,Half Time Score,Match Excitement,Home Team Rating,Away Team Rating,Home Team Possession %,Away Team Possession %,Home Team Off Target Shots,Home Team On Target Shots,Home Team Total Shots,Home Team Blocked Shots,Home Team Corners,Home Team Throw Ins,Home Team Pass Success %,Home Team Aerials Won,Home Team Clearances,Home Team Fouls,Home Team Yellow Cards,Home Team Second Yellow Cards,Home Team Red Cards,Away Team Off Target Shots,Away Team On Target Shots,Away Team Total Shots,Away Team Blocked Shots,Away Team Corners,Away Team Throw Ins,Away Team Pass Success %,Away Team Aerials Won,Away Team Clearances,Away Team Fouls,Away Team Yellow Cards,Away Team Second Yellow Cards,Away Team Red Cards,Home Team Goals Scored,Away Team Goals Scored,Home Team Goals Conceeded,Away Team Goals Conceeded,year
REAL MADRID,CELTA,,1-0,5.9,8.4,4.3,49,51,6,11,20,3,8,15,82,14,14,15,4,0,0,4,0,9,5,7,17,82,16,25,21,4,0,0,3,0,0,3,2014
DEPORTIVO,MÁLAGA,,0-1,3.6,5.9,6.5,57,43,6,6,14,2,5,40,77,14,27,14,4,0,0,4,3,8,1,5,32,66,23,26,15,3,0,0,0,1,1,0,2014
RAYO VALLECANO,SEVILLA FC,,0-1,3.5,5.7,6,60,40,5,3,11,3,6,30,74,11,20,14,4,0,0,4,6,11,1,2,32,61,21,30,19,7,1,0,0,1,1,0,2014
BARCELONA,ESPANYOL,,01-Jan,5.9,8.8,4.8,79,21,5,7,15,3,5,16,91,3,9,6,0,0,0,1,2,3,0,2,18,65,3,26,11,4,0,0,5,1,1,5,2014
VILLARREAL,REAL SOCIEDAD,,0-0,7,8.7,4.3,56,44,7,9,24,8,8,34,78,18,20,14,2,0,0,3,2,12,7,2,26,71,22,35,8,2,0,0,4,0,0,4,2014
GRANADA,VALENCIA,,0-0,4.6,6.7,6.3,38,62,4,2,9,3,4,33,69,19,27,20,4,0,0,3,1,9,5,4,20,79,24,16,9,4,0,1,1,1,1,1,2014
EIBAR,ALMERÍA,,03-Jan,7.6,7.2,4.7,44,56,7,7,16,2,7,20,65,22,12,18,4,0,0,8,3,14,3,3,26,72,13,22,12,3,0,0,5,2,2,5,2014
LEVANTE,GETAFE,,0-0,4,6.3,6,48,52,8,3,16,5,4,33,66,29,9,14,3,0,0,2,2,6,2,0,30,68,33,32,17,4,0,0,1,1,1,1,2014
ALMERÍA,REAL MADRID,,01-Feb,6.8,4.5,7.2,39,61,9,3,16,4,2,14,70,8,27,14,4,0,0,4,8,15,3,8,33,80,12,22,8,4,0,0,1,4,4,1,2014
GETAFE,BARCELONA,,0-0,2.6,6.5,6.6,24,76,1,2,4,1,4,18,62,7,31,24,2,0,0,11,2,23,10,5,23,87,13,12,8,0,0,0,0,0,0,0,2014
VALENCIA,RAYO VALLECANO,,3-0,5.4,6.8,5.1,40,60,7,6,14,1,6,20,71,19,24,16,4,1,0,7,4,19,8,2,21,80,14,14,14,3,0,0,3,0,0,3,2014
CÓRDOBA,LEVANTE,,0-0,2.8,6.8,5.3,61,39,7,4,12,1,7,28,77,24,31,6,0,0,0,4,4,12,4,6,28,62,33,21,19,3,0,0,0,0,0,0,2014
MÁLAGA,CELTA,,1-0,4.1,6.7,6,42,58,5,4,11,2,1,27,71,15,19,15,5,0,0,4,8,14,2,9,30,81,14,14,13,4,0,0,1,0,0,1,2014
ESPANYOL,GRANADA,,1-0,6.5,6.3,5.9,43,57,7,4,12,1,2,28,67,19,20,13,2,0,0,1,6,7,0,3,26,77,31,37,19,5,1,0,2,1,1,2,2014
SEVILLA FC,EIBAR,,0-0,2.3,6.2,6,66,34,7,2,16,7,11,25,79,25,12,11,3,0,0,3,2,6,1,2,23,62,22,36,17,6,0,0,0,0,0,0,2014
ATLETICO MADRID,VILLARREAL,,0-0,3.5,5.7,7.5,56,44,8,2,11,1,7,31,78,16,14,15,4,0,0,2,4,7,1,2,31,73,23,25,16,3,0,0,0,1,1,0,2014
REAL SOCIEDAD,ATHLETIC,,1-0,4.9,6.5,6.4,48,52,6,4,14,4,3,29,64,32,28,12,0,0,0,5,5,12,2,6,36,62,21,20,21,4,1,0,1,1,1,1,2014
DEPORTIVO,ELCHE,,1-0,3.4,6.4,6,53,47,8,3,16,5,7,32,71,12,27,19,5,0,0,4,4,10,2,5,32,65,11,22,19,2,0,0,1,0,0,1,2014
CELTA,ALMERÍA,,0-1,3.6,5.5,6.7,75,25,11,4,20,5,17,29,83,21,11,10,6,0,0,1,2,4,1,2,15,48,25,47,19,4,0,0,0,1,1,0,2014
BARCELONA,CÓRDOBA,,1-0,6.5,8.7,4.7,75,25,5,9,16,2,8,17,89,8,5,14,1,0,0,4,2,7,1,0,21,75,5,26,5,0,0,0,5,0,0,5,2014
LEVANTE,REAL SOCIEDAD,,0-0,4.2,6,5.9,42,58,8,2,11,1,3,29,68,25,16,16,3,0,0,1,2,3,1,4,27,75,29,33,20,5,0,0,1,1,1,1,2014
EIBAR,VALENCIA,,0-0,2.8,5.3,6.6,58,42,4,2,8,2,2,43,68,18,27,16,7,0,0,6,3,10,1,5,29,58,25,26,8,3,0,0,0,1,1,0,2014
RAYO VALLECANO,ESPANYOL,,01-Jan,6.1,5.2,6.7,74,26,8,5,16,3,4,35,82,16,23,11,3,0,0,2,5,8,1,5,28,52,15,34,20,5,1,0,1,3,3,1,2014
VILLARREAL,DEPORTIVO,,1-0,5.3,7.2,5.2,54,46,3,9,16,4,5,14,78,24,12,16,1,0,1,5,2,11,4,2,16,79,21,16,15,3,0,0,3,0,0,3,2014
GRANADA,GETAFE,,1-0,4.3,6.3,6.6,47,53,6,3,13,4,3,27,74,19,34,19,4,0,0,6,4,12,2,5,22,73,26,23,8,3,0,0,1,1,1,1,2014
ELCHE,MÁLAGA,,1-0,5.6,5,6.9,45,55,4,3,10,3,5,23,67,18,15,21,3,0,0,7,9,18,2,3,21,76,15,19,13,3,0,0,1,2,2,1,2014
ATHLETIC,ATLETICO MADRID,,1-0,4.7,4.7,7.9,57,43,2,2,4,0,3,47,70,27,11,12,3,0,0,1,4,5,0,1,22,62,24,34,14,4,0,0,1,4,4,1,2014
REAL MADRID,SEVILLA FC,,2-0,6.4,6.7,5.8,60,40,6,4,14,4,4,16,87,12,26,9,3,0,0,8,3,15,4,6,21,77,11,11,21,6,0,0,2,1,1,2,2014
ATLETICO MADRID,LEVANTE,,1-0,6.4,7.4,5.5,64,36,6,5,13,2,7,18,86,26,20,6,2,0,0,4,4,10,2,6,29,72,21,22,10,3,0,0,3,1,1,3,2014
SEVILLA FC,CELTA,,1-0,4.1,7,5.6,54,46,6,4,10,0,1,15,74,17,25,28,4,0,0,8,2,16,6,8,27,71,16,19,17,5,0,1,1,0,0,1,2014
ELCHE,VILLARREAL,,02-Feb,8.1,6.6,5.8,48,52,7,8,18,3,6,19,75,19,24,15,4,0,0,6,5,18,7,8,24,75,18,13,13,2,0,0,2,2,2,2,2014
DEPORTIVO,ATHLETIC,,1-0,3.1,7.3,5.5,45,55,3,4,8,1,5,27,63,18,33,20,1,0,0,6,4,12,2,2,41,68,30,19,16,1,0,0,1,0,0,1,2014
MÁLAGA,ALMERÍA,,0-1,5.2,5.5,6,67,33,4,6,14,4,7,34,77,14,14,19,5,0,0,2,4,6,0,1,26,53,15,35,17,5,1,0,1,2,2,1,2014
GETAFE,RAYO VALLECANO,,01-Jan,6.6,5,8.1,35,65,3,4,12,5,6,25,73,12,17,23,3,0,0,6,7,16,3,4,22,85,17,16,12,2,0,0,1,2,2,1,2014
VALENCIA,REAL MADRID,,0-1,6.7,6.2,6.1,40,60,5,3,11,3,3,7,70,19,40,24,6,0,0,6,8,19,5,11,27,79,14,18,17,3,0,0,2,1,1,2,2014
ESPANYOL,EIBAR,,0-2,6.3,5.8,6.7,58,42,7,6,15,2,6,31,71,28,11,9,1,0,0,5,6,13,2,3,25,67,22,34,15,1,0,0,1,2,2,1,2014
REAL SOCIEDAD,BARCELONA,,1-0,3.4,6.5,6,27,73,3,1,6,2,6,19,59,11,38,21,5,0,0,7,4,17,6,8,22,86,7,10,14,4,0,0,1,0,0,1,2014
CÓRDOBA,GRANADA,,2-0,3.6,7.8,4.9,44,56,2,3,5,0,0,14,74,21,41,22,2,0,0,9,1,12,2,4,31,78,20,11,17,0,0,0,2,0,0,2,2014
LEVANTE,DEPORTIVO,,0-0,2.4,5.3,7.6,46,54,6,1,9,3,4,33,65,37,15,22,4,0,0,5,6,13,2,3,20,72,21,32,17,3,0,0,0,0,0,0,2014
REAL MADRID,ESPANYOL,,2-0,6,7.5,5.5,55,45,9,5,18,4,7,16,89,9,16,11,1,0,1,4,4,11,3,2,21,87,8,12,14,4,0,0,3,0,0,3,2014
MÁLAGA,VILLARREAL,,0-1,4.6,7,6.2,47,53,5,5,12,2,5,25,75,14,20,6,4,0,0,4,4,9,1,3,32,77,17,18,15,4,0,0,1,1,1,1,2014
CELTA,VALENCIA,,0-1,4,6.5,6.4,63,37,7,4,14,3,11,33,80,30,15,20,3,0,0,1,2,4,1,2,19,66,25,31,19,3,0,0,1,1,1,1,2014
EIBAR,GETAFE,,1-0,5.3,6.4,6,50,50,2,5,12,5,2,19,71,17,14,19,2,0,0,4,3,7,0,3,36,73,23,18,12,1,0,0,2,1,1,2,2014
ALMERÍA,SEVILLA FC,,0-0,4.5,5.7,7.1,48,52,8,6,19,5,5,35,73,24,15,16,1,0,0,3,6,12,3,5,21,74,13,34,12,2,0,0,0,2,2,0,2014
ATHLETIC,ELCHE,,0-1,5.3,5.4,7,61,39,8,3,13,2,10,27,72,31,8,7,2,0,0,1,5,8,2,2,28,63,30,44,15,6,0,0,1,2,2,1,2014
GRANADA,REAL SOCIEDAD,,0-1,4.8,5.9,6.3,59,41,12,3,20,5,11,28,77,18,23,9,2,0,0,4,5,10,1,4,18,64,23,46,15,2,0,0,1,1,1,1,2014
BARCELONA,ATLETICO MADRID,,2-0,6.5,7,5.2,68,32,5,7,17,5,1,23,86,14,23,16,3,0,0,2,3,5,0,3,27,69,11,12,18,6,0,0,3,1,1,3,2014
RAYO VALLECANO,CÓRDOBA,,0-1,3.7,5.5,6.8,69,31,11,4,21,6,6,41,84,13,11,10,3,0,0,4,3,9,2,2,23,62,25,33,9,2,0,0,0,1,1,0,2014
CÓRDOBA,EIBAR,,1-0,4.9,6.3,5.2,58,42,7,5,14,2,2,24,81,16,12,18,5,1,0,3,1,6,2,3,15,76,10,22,12,3,0,1,1,1,1,1,2014
REAL SOCIEDAD,RAYO VALLECANO,,0-0,3.6,5.5,7.5,48,52,4,2,10,4,8,30,75,24,11,12,0,0,0,4,4,12,4,4,23,78,26,20,20,4,0,0,0,1,1,0,2014
VALENCIA,ALMERÍA,,02-Feb,8,6.9,5.1,73,27,5,8,15,2,8,22,86,17,24,14,2,0,0,6,2,8,0,4,24,54,11,38,18,2,0,0,3,2,2,3,2014
VILLARREAL,ATHLETIC,,1-0,5.7,6.8,5.2,47,53,7,6,19,6,9,18,69,34,31,15,2,0,0,5,5,11,1,6,33,70,24,19,10,2,0,0,2,0,0,2,2014
ESPANYOL,CELTA,,0-0,3.5,6.8,5.9,55,45,8,3,15,4,9,22,69,17,21,9,3,0,0,1,2,3,1,1,34,69,25,31,23,3,0,0,1,0,0,1,2014
GETAFE,REAL MADRID,,0-0,6.1,5.1,9,35,65,5,1,6,1,7,13,79,5,36,19,2,0,0,4,9,24,11,8,17,89,12,19,10,2,0,0,0,3,3,0,2014
ATLETICO MADRID,GRANADA,,1-0,4,7.6,5.7,61,39,4,3,12,5,3,41,81,23,14,17,3,0,0,1,1,4,2,6,23,71,12,30,16,3,0,0,2,0,0,2,2014
DEPORTIVO,BARCELONA,,0-2,5.4,4.8,8.3,32,68,4,2,7,1,2,13,73,9,17,14,2,0,0,6,6,14,2,4,18,87,4,11,7,2,0,0,0,4,4,0,2014
SEVILLA FC,MÁLAGA,,1-0,3.7,6.9,5.4,51,49,2,6,8,0,3,33,73,14,15,14,4,0,0,7,2,12,3,1,21,76,14,17,19,1,0,0,2,0,0,2,2014
ELCHE,LEVANTE,,1-0,3.7,6.6,4.3,58,42,6,6,16,4,3,17,83,24,33,18,3,0,0,4,2,8,2,5,27,73,15,11,11,3,0,1,1,0,0,1,2014
CÓRDOBA,REAL MADRID,,1-0,6.4,5.7,6.1,35,65,8,4,16,4,3,21,69,12,28,15,2,1,0,6,4,13,3,9,24,82,13,18,13,3,0,1,1,2,2,1,2014
ELCHE,BARCELONA,,0-1,6.6,3.3,9,28,72,2,3,6,1,2,14,71,5,21,18,6,1,0,3,8,11,0,3,14,89,7,9,12,2,0,0,0,6,6,0,2014
ATLETICO MADRID,RAYO VALLECANO,,02-Jan,5.8,6.7,5.6,33,67,6,5,12,1,8,24,65,23,20,15,1,0,0,7,3,10,0,5,29,84,14,11,12,1,0,0,3,1,1,3,2014
REAL SOCIEDAD,EIBAR,,0-0,3.7,6.6,5.4,59,41,12,4,20,4,9,24,78,16,24,6,2,0,0,3,4,9,2,5,24,67,10,22,17,2,0,0,1,0,0,1,2014
VILLARREAL,LEVANTE,,0-0,3.2,6.8,5.9,56,44,7,4,15,4,6,28,81,15,22,12,0,0,0,6,1,11,4,3,31,75,17,18,8,3,0,0,1,0,0,1,2014
DEPORTIVO,GRANADA,,02-Jan,7.5,7.2,6.1,47,53,5,7,13,1,7,28,73,13,12,18,3,0,1,2,2,5,1,2,23,80,19,26,15,3,0,0,2,2,2,2,2014
ATHLETIC,MÁLAGA,,0-0,4.7,6,6.8,49,51,3,5,11,3,8,35,63,34,13,16,0,0,0,4,3,8,1,2,35,66,34,46,17,1,0,0,1,1,1,1,2014
ESPANYOL,ALMERÍA,,2-0,5.3,8.1,4.6,55,45,7,9,18,2,9,33,78,14,28,16,2,0,0,4,1,9,4,7,26,73,14,24,12,1,0,0,3,0,0,3,2014
VALENCIA,SEVILLA FC,,02-Jan,6.3,6.9,4.8,41,59,3,8,13,2,3,11,74,13,35,23,6,0,0,3,6,10,1,7,26,78,8,11,15,5,0,0,3,1,1,3,2014
GETAFE,CELTA,,01-Jan,5.9,6.7,5.4,43,57,6,6,13,1,6,26,66,23,17,9,2,0,0,3,2,7,2,2,20,76,24,21,17,4,0,0,2,1,1,2,2014
RAYO VALLECANO,DEPORTIVO,,01-Jan,5.7,5.8,6.9,58,42,4,4,11,3,10,40,76,19,14,14,3,0,0,3,6,13,4,7,16,66,24,33,18,5,0,0,1,2,2,1,2014
REAL MADRID,REAL SOCIEDAD,,02-Jan,7,8.2,4.8,58,42,9,11,26,6,10,15,87,11,11,8,3,0,0,4,2,8,2,3,10,85,13,22,11,1,0,0,4,1,1,4,2014
EIBAR,ATLETICO MADRID,,0-0,5.8,4.8,6.6,47,53,6,3,11,2,6,26,46,33,57,14,3,0,0,1,5,8,2,8,42,54,29,45,16,3,0,0,1,3,3,1,2014
GRANADA,ELCHE,,0-0,3,6.9,5.3,66,34,6,2,14,6,12,23,83,23,26,14,4,0,0,4,2,5,1,4,28,61,16,25,13,5,1,0,1,0,0,1,2014
CELTA,CÓRDOBA,,0-0,3.7,6.4,4.9,64,36,7,9,19,3,8,26,82,41,20,10,2,0,0,5,3,8,0,2,17,64,23,30,10,6,0,0,1,0,0,1,2014
LEVANTE,ATHLETIC,,0-0,4.9,5.6,6.6,52,48,3,4,10,3,5,39,67,15,23,17,2,0,0,6,5,14,3,4,29,66,24,40,12,5,0,0,0,2,2,0,2014
ALMERÍA,GETAFE,,1-0,5.2,7,5.2,47,53,4,7,12,1,6,29,67,15,19,18,4,1,0,3,7,12,2,3,19,75,20,32,10,4,1,0,1,0,0,1,2014
SEVILLA FC,ESPANYOL,,02-Jan,8.8,6.6,4.6,66,34,13,8,23,2,8,26,77,22,9,20,8,0,0,3,2,5,0,2,18,63,26,41,11,3,0,1,3,2,2,3,2014
BARCELONA,VILLARREAL,,01-Jan,7.7,6.9,5.8,69,31,8,7,19,4,8,18,89,6,13,10,1,0,0,6,3,9,0,2,12,71,11,31,20,2,0,0,3,2,2,3,2014
MÁLAGA,VALENCIA,,1-0,4.4,7.1,5.2,47,53,4,6,12,2,5,28,75,15,20,19,5,0,0,5,3,10,2,3,20,78,22,19,18,4,1,0,1,0,0,1,2014
DEPORTIVO,EIBAR,,0-0,3.8,7.6,5,61,39,7,5,15,3,5,31,77,33,20,12,2,0,0,0,2,4,2,3,24,62,22,25,21,3,0,0,2,0,0,2,2014
ATLETICO MADRID,REAL MADRID,,2-0,5.7,8.7,4.4,45,55,7,8,17,2,2,29,77,22,17,17,5,0,0,1,1,4,2,3,23,81,16,23,18,2,0,0,4,0,0,4,2014
VILLARREAL,GRANADA,,1-0,4.7,7.3,5.8,43,57,1,6,9,2,5,26,72,17,35,12,2,0,0,6,3,11,2,8,22,82,18,29,18,1,0,0,2,0,0,2,2014
LEVANTE,MÁLAGA,,02-Jan,5.3,7.6,4.4,41,59,3,6,11,2,2,22,68,18,36,20,2,0,0,1,3,4,0,5,34,72,18,16,13,1,0,0,4,1,1,4,2014
REAL SOCIEDAD,CELTA,,1-0,4.2,6.2,6.8,49,51,3,3,7,1,2,23,72,27,29,17,5,0,0,4,3,12,5,6,21,82,18,35,22,4,0,0,1,1,1,1,2014
CÓRDOBA,ALMERÍA,,1-0,5.3,6.3,5.9,54,46,5,7,14,2,6,24,70,17,33,15,2,0,0,6,2,8,0,6,20,60,20,33,17,5,0,0,1,2,2,1,2014
GETAFE,SEVILLA FC,,1-0,5.9,7.3,5.2,48,52,7,8,18,3,9,22,71,24,46,6,1,0,0,4,2,9,3,5,20,69,22,27,13,2,0,0,2,1,1,2,2014
ESPANYOL,VALENCIA,,0-0,6.1,5.3,7.2,45,55,2,3,9,4,7,34,68,24,36,22,5,0,0,7,5,13,1,2,22,70,25,25,16,4,0,0,1,2,2,1,2014
ATHLETIC,BARCELONA,,0-2,9.1,4.4,8.2,27,73,4,6,15,5,4,20,65,4,19,15,3,0,1,6,10,19,3,4,17,87,18,22,9,1,0,0,2,5,5,2,2014
ELCHE,RAYO VALLECANO,,1-0,4.5,6.7,5,43,57,9,5,18,4,5,26,66,12,22,21,2,0,0,5,3,11,3,4,24,76,18,21,21,4,1,0,2,0,0,2,2014
ALMERÍA,REAL SOCIEDAD,,02-Jan,6.8,6.5,5.6,41,59,4,4,9,1,6,20,66,19,35,20,5,0,0,1,3,7,3,6,24,77,20,24,15,4,0,0,2,2,2,2,2014
SEVILLA FC,CÓRDOBA,,2-0,5.5,6.7,5.3,70,30,7,6,18,5,8,20,87,13,8,15,0,0,1,3,3,10,4,1,9,72,13,34,16,1,0,1,3,0,0,3,2014
REAL MADRID,DEPORTIVO,,1-0,5.7,7.1,5.4,58,42,7,7,17,3,6,17,88,11,25,12,2,0,0,6,4,15,5,6,13,82,15,14,17,4,0,0,2,0,0,2,2014
GRANADA,ATHLETIC,,0-0,3,6.4,6,46,54,7,4,11,0,4,22,70,20,50,16,4,0,1,5,1,10,5,4,27,70,14,22,9,4,0,0,0,0,0,0,2014
MÁLAGA,ESPANYOL,,0-0,4.7,5.7,5.8,66,34,5,5,17,7,10,35,78,20,12,12,3,0,0,2,2,6,2,3,17,64,14,52,18,7,0,1,0,2,2,0,2014
VALENCIA,GETAFE,,0-0,3.4,7,5.8,54,46,10,3,13,0,7,25,82,10,11,16,3,0,0,5,1,10,4,2,28,72,15,29,10,4,0,0,1,0,0,1,2014
BARCELONA,LEVANTE,,2-0,5.5,9.3,3.8,76,24,6,10,18,2,3,16,89,14,11,6,1,0,0,2,1,5,2,4,12,64,6,20,13,2,0,0,5,0,0,5,2014
RAYO VALLECANO,VILLARREAL,,0-0,4.5,7.7,4.9,53,47,4,7,13,2,5,38,66,25,36,12,2,0,0,6,2,9,1,5,34,60,24,28,14,2,0,0,2,0,0,2,2014
CELTA,ATLETICO MADRID,,0-0,4.5,7.2,6,67,33,7,3,14,4,9,17,86,14,17,4,0,0,0,4,5,10,1,2,22,69,25,31,12,3,0,0,2,0,0,2,2014
EIBAR,ELCHE,,0-0,3.5,5.2,7,55,45,6,6,17,5,5,31,70,24,20,13,3,0,1,1,2,6,3,3,31,61,18,22,12,1,0,0,0,1,1,0,2014
GETAFE,ESPANYOL,,1-0,6.1,6.1,6.4,48,52,4,4,11,3,2,20,76,19,27,15,3,0,0,2,7,11,2,5,20,79,16,35,14,3,0,0,2,1,1,2,2014
BARCELONA,MÁLAGA,,0-1,3.6,5.8,7.7,73,27,5,4,11,2,11,25,88,19,8,9,4,0,0,5,3,11,3,3,17,57,15,40,11,3,0,0,0,1,1,0,2014
CÓRDOBA,VALENCIA,,0-1,5.5,6.1,6.2,44,56,6,4,11,1,6,23,71,30,33,17,1,0,0,6,7,17,4,2,38,78,29,37,15,2,0,0,1,2,2,1,2014
ATLETICO MADRID,ALMERÍA,,3-0,4.5,7.7,4.7,57,43,3,6,9,0,8,23,73,30,39,13,2,1,0,5,1,9,3,4,37,65,17,43,13,1,0,0,3,0,0,3,2014
DEPORTIVO,CELTA,,0-0,4.7,5.6,7,46,54,7,4,14,3,4,26,67,23,20,17,3,1,0,3,5,8,0,3,26,71,20,26,13,4,0,0,0,2,2,0,2014
REAL SOCIEDAD,SEVILLA FC,,01-Jan,10,6.5,5.2,50,50,6,8,17,3,5,26,73,25,31,16,5,0,0,5,5,16,6,10,21,74,29,44,12,3,0,0,4,3,3,4,2014
ATHLETIC,RAYO VALLECANO,,0-0,3.6,6.7,5.3,50,50,5,6,19,8,11,30,65,26,29,17,3,0,0,4,1,5,0,3,31,67,36,32,13,2,0,0,1,0,0,1,2014
VILLARREAL,EIBAR,,0-0,3.6,7,5.5,61,39,8,6,20,6,8,23,83,6,14,5,2,0,0,6,1,10,3,3,21,75,21,21,3,0,0,0,1,0,0,1,2014
ELCHE,REAL MADRID,,0-0,4,5.4,7.3,39,61,1,1,4,2,1,9,74,9,18,17,4,0,0,8,5,17,4,6,24,87,13,13,6,1,0,0,0,2,2,0,2014
LEVANTE,GRANADA,,0-1,6.7,6.1,4.8,66,34,4,4,9,1,7,34,76,17,25,18,3,0,1,2,4,10,4,4,31,48,18,48,14,5,0,2,2,1,1,2,2014
ESPANYOL,CÓRDOBA,,1-0,3.4,5.7,6.3,43,57,6,4,13,3,2,23,70,17,23,22,5,0,0,7,3,16,6,6,25,78,17,18,14,4,0,0,1,0,0,1,2014
GRANADA,BARCELONA,,0-1,6.2,4.9,7.5,33,67,4,4,10,2,4,24,67,10,20,18,2,0,0,7,9,16,0,5,17,82,9,18,9,3,0,0,1,3,3,1,2014
RAYO VALLECANO,LEVANTE,,04-Jan,8.1,7.8,4.8,66,34,4,7,13,2,5,23,87,18,16,15,2,0,0,5,3,10,2,2,26,74,22,30,18,2,0,0,4,2,2,4,2014
ALMERÍA,DEPORTIVO,,0-0,4,4.7,6.9,36,64,5,3,10,2,7,20,66,9,29,13,4,2,0,12,9,25,4,11,20,82,21,26,19,3,0,0,0,0,0,0,2014
MÁLAGA,GETAFE,,1-0,7.9,6.8,5.5,52,48,5,6,16,5,6,23,75,11,22,11,3,0,0,2,6,10,2,5,25,74,14,30,16,1,0,0,3,2,2,3,2014
VALENCIA,REAL SOCIEDAD,,0-0,3.9,7.3,5.1,45,55,12,3,19,4,9,19,79,21,39,14,3,0,0,7,0,7,0,5,21,78,18,36,14,3,0,0,2,0,0,2,2014
EIBAR,ATHLETIC,,0-1,3.4,5.2,7.5,54,46,4,2,6,0,5,38,67,27,37,16,3,0,0,4,8,13,1,6,18,60,24,33,14,2,0,0,0,1,1,0,2014
SEVILLA FC,ATLETICO MADRID,,0-0,2.7,6.4,6.3,65,35,7,4,13,2,7,31,77,19,18,13,4,0,0,6,2,9,1,1,23,65,29,41,14,7,0,0,0,0,0,0,2014
REAL MADRID,VILLARREAL,,0-0,5.8,6.8,5.8,61,39,17,7,25,1,10,36,87,21,21,7,2,0,0,2,4,9,3,4,18,70,10,33,20,5,0,0,1,1,1,1,2014
CELTA,ELCHE,,0-0,4.5,5.9,6.7,53,47,5,5,11,1,6,22,79,18,36,16,6,0,0,5,1,7,1,3,25,70,17,17,12,3,0,0,1,1,1,1,2014
LEVANTE,EIBAR,,0-0,5.7,6.6,5.4,56,44,4,4,12,4,6,24,73,26,23,11,4,0,0,6,3,14,5,7,21,71,17,26,17,7,1,0,2,1,1,2,2014
DEPORTIVO,SEVILLA FC,,01-Jan,9.6,5.6,6.6,51,49,7,5,16,4,5,13,79,8,13,12,1,0,0,4,6,11,1,1,21,78,17,33,14,4,0,0,3,4,4,3,2014
ATHLETIC,REAL MADRID,,1-0,3.7,7.4,6.2,35,65,2,2,6,2,1,18,71,18,42,17,3,0,0,6,2,13,5,8,22,84,18,19,11,4,0,0,1,0,0,1,2014
ELCHE,ALMERÍA,,1-0,3.2,6.5,6.4,58,42,4,4,15,7,6,15,77,17,25,13,3,0,0,5,2,9,2,5,17,68,32,48,15,0,0,0,1,0,0,1,2014
GRANADA,MÁLAGA,,0-0,3.1,6.7,5.3,63,37,8,4,14,2,8,29,71,21,17,11,4,0,0,3,1,4,0,1,29,58,23,52,20,5,0,0,1,0,0,1,2014
BARCELONA,RAYO VALLECANO,,1-0,7.8,8.2,3.9,57,43,5,12,19,2,4,30,85,13,18,13,3,0,1,3,3,7,1,1,12,80,3,19,11,3,1,0,6,1,1,6,2014
REAL SOCIEDAD,ESPANYOL,,1-0,3.3,6.3,6,52,48,4,4,10,2,6,27,73,27,25,13,2,0,0,4,4,9,1,5,22,75,23,41,14,3,0,0,1,0,0,1,2014
VILLARREAL,CELTA,,2-0,6.2,8.1,5.2,43,57,4,8,12,0,3,23,75,20,17,10,0,0,0,7,4,13,2,2,26,79,10,23,13,2,0,0,4,1,1,4,2014
ATLETICO MADRID,VALENCIA,,1-0,4.4,6.6,6,45,55,3,3,8,2,6,36,69,35,26,22,5,0,0,2,1,3,0,1,27,74,28,29,19,7,1,0,1,1,1,1,2014
CÓRDOBA,GETAFE,,0-0,6.4,5.4,6.3,56,44,10,4,18,4,5,16,78,20,25,11,3,0,0,4,7,15,4,6,25,71,18,31,10,2,0,0,1,2,2,1,2014
VALENCIA,DEPORTIVO,,0-0,4.1,7.3,5.5,50,50,6,8,16,2,5,24,78,20,27,12,1,0,0,3,2,5,0,4,28,75,15,26,17,2,0,0,2,0,0,2,2014
ESPANYOL,ATLETICO MADRID,,0-0,2.8,5.7,6.6,49,51,6,1,7,0,6,18,76,29,52,33,3,0,0,6,6,14,2,7,20,72,37,34,18,3,0,1,0,0,0,0,2014
EIBAR,BARCELONA,,0-1,4.3,5.8,7.7,30,70,5,2,13,6,6,24,66,9,23,14,1,0,0,3,4,12,5,3,23,86,12,19,3,0,0,0,0,2,2,0,2014
RAYO VALLECANO,GRANADA,,0-1,7,7.5,5,62,38,5,8,16,3,6,38,78,13,36,15,3,0,0,6,3,11,2,6,25,61,11,22,8,2,0,0,3,1,1,3,2014
CELTA,ATHLETIC,,0-2,6.3,5.7,6.6,65,35,7,5,16,4,8,13,83,9,15,14,3,0,0,5,4,12,3,5,19,65,17,23,13,4,1,0,1,2,2,1,2014
ALMERÍA,VILLARREAL,,0-0,3.5,5.9,5.9,40,60,6,2,9,1,4,18,66,12,16,16,4,0,1,5,7,18,6,3,17,78,16,26,15,5,1,0,0,0,0,0,2014
MÁLAGA,CÓRDOBA,,0-0,4.4,7.7,6,57,43,8,6,19,5,2,31,81,17,20,11,0,0,0,1,2,4,1,3,16,77,13,54,15,2,0,0,2,0,0,2,2014
SEVILLA FC,ELCHE,,2-0,5.2,7.5,5.2,55,45,7,4,12,1,5,18,81,15,16,13,2,0,0,7,3,13,3,8,20,80,18,26,11,3,0,0,3,0,0,3,2014
